stage,year,query,total,retrieved_rows,note,year_total,share_in_year
packaging,2022,"TITLE-ABS-KEY(chiplet OR interposer OR TSV OR ""Through-silicon via"" OR UCIe OR HBM OR ""3D integration"" OR ""advanced packaging"" OR ""3D IC"" OR ""2.5D IC"" OR ""Heterogeneous"" OR ""3DIC"" OR ""thermal management"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2022 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",67,67,paged_3_pages_capped,583,0.11492281303602059
packaging,2023,"TITLE-ABS-KEY(chiplet OR interposer OR TSV OR ""Through-silicon via"" OR UCIe OR HBM OR ""3D integration"" OR ""advanced packaging"" OR ""3D IC"" OR ""2.5D IC"" OR ""Heterogeneous"" OR ""3DIC"" OR ""thermal management"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2023 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",66,66,paged_3_pages_capped,659,0.10015174506828528
packaging,2024,"TITLE-ABS-KEY(chiplet OR interposer OR TSV OR ""Through-silicon via"" OR UCIe OR HBM OR ""3D integration"" OR ""advanced packaging"" OR ""3D IC"" OR ""2.5D IC"" OR ""Heterogeneous"" OR ""3DIC"" OR ""thermal management"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2024 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",63,63,paged_3_pages_capped,570,0.11052631578947368
packaging,2025,"TITLE-ABS-KEY(chiplet OR interposer OR TSV OR ""Through-silicon via"" OR UCIe OR HBM OR ""3D integration"" OR ""advanced packaging"" OR ""3D IC"" OR ""2.5D IC"" OR ""Heterogeneous"" OR ""3DIC"" OR ""thermal management"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2025 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",117,117,paged_5_pages_capped,917,0.12758996728462377
packaging,2026,"TITLE-ABS-KEY(chiplet OR interposer OR TSV OR ""Through-silicon via"" OR UCIe OR HBM OR ""3D integration"" OR ""advanced packaging"" OR ""3D IC"" OR ""2.5D IC"" OR ""Heterogeneous"" OR ""3DIC"" OR ""thermal management"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2026 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",98,98,paged_4_pages_capped,574,0.17073170731707318
transit,2015,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2015 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",19,19,paged_1_pages_capped,481,0.0395010395010395
transit,2016,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2016 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",20,20,paged_1_pages_capped,528,0.03787878787878788
transit,2017,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2017 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",23,23,paged_1_pages_capped,536,0.04291044776119403
transit,2018,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2018 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",32,32,paged_2_pages_capped,560,0.05714285714285714
transit,2019,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2019 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",23,23,paged_1_pages_capped,486,0.047325102880658436
transit,2020,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2020 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",27,27,paged_2_pages_capped,488,0.055327868852459015
transit,2021,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2021 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",25,25,paged_1_pages_capped,453,0.05518763796909492
transit,2022,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2022 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",26,26,paged_2_pages_capped,583,0.044596912521440824
transit,2023,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2023 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",32,32,paged_2_pages_capped,659,0.048558421851289835
transit,2024,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2024 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",29,29,paged_2_pages_capped,570,0.05087719298245614
transit,2025,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2025 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",37,37,paged_2_pages_capped,917,0.04034896401308615
transit,2026,"TITLE-ABS-KEY(""supply chain"" OR ""semiconductor supply chain"" OR ""counterfeit"" OR ""IC counterfeit"" OR ""counterfeit detection"" OR ""hardware authentication"" OR ""physically unclonable function"" OR PUF OR ""chip provenance"" OR ""chain of custody"" OR traceability OR ""burn-in"" OR ""system-level test"" OR SLT OR ""final test"" OR ""package test"" OR ""wafer probe"" OR ""wafer sort"" OR ""known good die"" OR KGD OR ""hardware trojan"" OR ""trojan detection"" OR ""binning"" OR ""speed binning"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2026 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",20,20,paged_1_pages_capped,574,0.03484320557491289
in_field,2015,"TITLE-ABS-KEY(""post-silicon"" OR ""in-field"" OR ""field failure"" OR telemetry OR reliability OR aging OR wearout OR silent OR radiation OR CEE OR SEE OR BTI OR HCI OR electromigration OR SDE OR SDC OR ""anomaly detection"" OR ""single-event effect"" OR ""predictive maintenance"") AND TITLE-ABS-KEY(""integrated circuit"" OR ""IC design"" OR CMOS OR VLSI OR ""standard cell"" OR ""cell library"" OR netlist OR ""physical design"" OR ""System Verilog"" OR ""place and route"" OR ""static timing analysis"" OR ""timing closure"" OR ""clock tree"" OR TCAD OR CTS OR layout OR ""layout synthesis"" OR ""simulation"" OR lithography OR mask OR ""design rule"" OR DRC OR LVS OR ""EDA"" OR ""electronic design automation"") AND PUBYEAR = 2015 AND (SRCTITLE(""IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems"") OR SRCTITLE(""ACM Transactions on Design Automation of Electronic Systems"") OR SRCTITLE(""Integration"") OR SRCTITLE(""Journal of Computational Electronics"") OR SRCTITLE(""IEEE Transactions on Very Large Scale Integration (VLSI) Systems"") OR SRCTITLE(""IEEE Design & Test"") OR SRCTITLE(""Microelectronics Journal"") OR SRCTITLE(""IEEE Transactions on Semiconductor Manufacturing"") OR SRCTITLE(""Microelectronics Reliability"")) AND SRCTYPE(j) AND DOCTYPE(ar)",155,155,paged_7_pages_capped,481,0.32224532224532226
